country,year,nitrous_oxide,co2_emissions,greenhouse_gas_emissions,agricultural_land,total_population,population_growth,renewable_energy_consumption,urban_population,GDP,renewable_electricity
Argentina,2016,,,,43.4794953027197,,,,,,
Argentina,2015,,,,44.1187712163234,,,,,,
Argentina,2014,,,,44.2830207294213,,,,,,
Argentina,2013,,,,44.9219312381015,,,,,,
Argentina,2012,,,,45.5813044224958,,,,,,
Argentina,2011,,,,45.7919603608739,,,,,,
Argentina,2010,,,,46.1389123357048,,,,,,
Argentina,2009,,,,45.4302094866426,,,,,,
Argentina,2008,,,,46.4235627710848,,,,,,
Argentina,2007,,,,47.4910932549905,,,,,,
Argentina,2006,,,,47.5533947944415,,,,,,
Argentina,2005,,,,47.4737365211259,,,,,,
Argentina,2004,,,,47.3186952120993,,,,,,
Argentina,2003,,,,47.1749814557001,,,,,,
Argentina,2002,,,,47.031267699301,,,,,,
Argentina,2001,,,,46.9932655872605,,,,,,
Argentina,2000,,,,46.9581867146078,,,,,,
Argentina,1999,,,,46.9223770321081,,,,,,
Argentina,1998,,,,46.8924138283839,,,,,,
Argentina,1997,,,,46.8577003606547,,,,,,
Argentina,1996,,,,46.8237177027723,,,,,,
Argentina,1995,,,,46.7882734251961,,,,,,
Argentina,1994,,,,46.7528291476199,,,,,,
Argentina,1993,,,,46.7170194651203,,,,,,
Argentina,1992,,,,46.682305997391,,,,,,
Argentina,1991,,,,46.6475925296617,,,,,,
Argentina,1990,,,,46.6128790619325,,,,,,
Australia,2020,,,,46.2524798427461,,,,,,
Australia,2019,,,,47.1237724290889,,,,,,
Australia,2018,,,,46.6580950127535,,,,,,
Australia,2017,,,,48.3406179391109,,,,,,
Australia,2016,,,,44.5399257932247,,,,,,
Australia,2015,,,,45.3144240657095,,,,,,
Australia,2014,,,,48.7383986566523,,,,,,
Australia,2013,,,,48.3937102169923,,,,,,
Australia,2012,,,,50.3854314463116,,,,,,
Australia,2011,,,,51.5628132199992,,,,,,
Australia,2010,,,,48.9920987204353,,,,,,
Australia,2009,,,,50.0184840477461,,,,,,
Australia,2008,,,,50.6733660492301,,,,,,
Australia,2007,,,,51.8536766332999,,,,,,
Australia,2006,,,,53.27857542663,,,,,,
Australia,2005,,,,53.3993725837314,,,,,,
Australia,2004,,,,51.4046574593546,,,,,,
Australia,2003,,,,57.2094294677375,,,,,,
Australia,2002,,,,58.1856995951733,,,,,,
Australia,2001,,,,59.3181729429988,,,,,,
Australia,2000,,,,59.2881038230738,,,,,,
Australia,1999,,,,59.056923056897,,,,,,
Australia,1998,,,,60.3830883980058,,,,,,
Australia,1997,,,,60.1685693086706,,,,,,
Australia,1996,,,,60.5586868515939,,,,,,
Australia,1995,,,,60.3189149082957,,,,,,
Australia,1994,,,,61.0680395194148,,,,,,
Australia,1993,,,,59.8905275763769,,,,,,
Australia,1992,,,,60.6594379287453,,,,,,
Australia,1991,,,,60.2400322819989,,,,,,
Australia,1990,,,,60.4554625567864,,,,,,
"Congo, Rep.",2020,,,,31.1537335285505,,,,,,
"Congo, Rep.",2019,,,,31.1361639824305,,,,,,
"Congo, Rep.",2018,,,,31.1303074670571,,,,,,
"Congo, Rep.",2017,,,,31.1215226939971,,,,,,
"Congo, Rep.",2016,,,,31.1185944363104,,,,,,
"Congo, Rep.",2015,,,,31.1185944363104,,,,,,
"Congo, Rep.",2014,,,,31.1185944363104,,,,,,
"Congo, Rep.",2013,,,,31.1185944363104,,,,,,
"Congo, Rep.",2012,,,,31.0453879941435,,,,,,
"Congo, Rep.",2011,,,,31.0278184480234,,,,,,
"Congo, Rep.",2010,,,,30.9692532942899,,,,,,
"Congo, Rep.",2009,,,,30.9311859443631,,,,,,
"Congo, Rep.",2008,,,,30.8931185944363,,,,,,
"Congo, Rep.",2007,,,,30.8931185944363,,,,,,
"Congo, Rep.",2006,,,,30.8931185944363,,,,,,
"Congo, Rep.",2005,,,,30.8843338213763,,,,,,
"Congo, Rep.",2004,,,,30.8784773060029,,,,,,
"Congo, Rep.",2003,,,,30.8638360175695,,,,,,
"Congo, Rep.",2002,,,,30.8638360175695,,,,,,
"Congo, Rep.",2001,,,,30.8638360175695,,,,,,
"Congo, Rep.",2000,,,,30.8638360175695,,,,,,
"Congo, Rep.",1999,,,,30.8755490483163,,,,,,
"Congo, Rep.",1998,,,,30.8579795021962,,,,,,
"Congo, Rep.",1997,,,,30.8521229868228,,,,,,
"Congo, Rep.",1996,,,,30.8111273792094,,,,,,
"Congo, Rep.",1995,,,,30.805270863836,,,,,,
"Congo, Rep.",1994,,,,30.7994143484627,,,,,,
"Congo, Rep.",1993,,,,30.8345534407028,,,,,,
"Congo, Rep.",1992,,,,30.8199121522694,,,,,,
"Congo, Rep.",1991,,,,30.814055636896,,,,,,
"Congo, Rep.",1990,,,,30.8081991215227,,,,,,
Colombia,2020,,,,39.7046219017575,,,,,,
Colombia,2019,,,,39.9765660207301,,,,,,
Colombia,2018,,,,39.7007661108607,,,,,,
Colombia,2017,,,,39.195132942767,,,,,,
Colombia,2016,,,,40.3504281207751,,,,,,
Colombia,2015,,,,40.3644885083371,,,,,,
Colombia,2014,,,,40.3785488958991,,,,,,
Colombia,2013,,,,40.392609283461,,,,,,
Colombia,2012,,,,38.411536728256,,,,,,
Colombia,2011,,,,37.603424966201,,,,,,
Colombia,2010,,,,38.3082469580892,,,,,,
Colombia,2009,,,,38.3415953132041,,,,,,
Colombia,2008,,,,38.408292023434,,,,,,
Colombia,2007,,,,38.2478593961244,,,,,,
Colombia,2006,,,,38.011716989635,,,,,,
Colombia,2005,,,,38.3569175304191,,,,,,
Colombia,2004,,,,38.2073005858495,,,,,,
Colombia,2003,,,,37.9008562415502,,,,,,
Colombia,2002,,,,37.5006759801713,,,,,,
Colombia,2001,,,,37.6250563316809,,,,,,
Colombia,2000,,,,40.4317260027039,,,,,,
Colombia,1999,,,,41.1608832807571,,,,,,
Colombia,1998,,,,41.0482199188824,,,,,,
Colombia,1997,,,,40.6327174402884,,,,,,
Colombia,1996,,,,40.4867057232988,,,,,,
Colombia,1995,,,,40.1198738170347,,,,,,
Colombia,1994,,,,40.4371338440739,,,,,,
Colombia,1993,,,,40.4713835060838,,,,,,
Colombia,1992,,,,40.5434880576836,,,,,,
Colombia,1991,,,,40.4542586750789,,,,,,
Colombia,1990,,,,40.6336187471834,,,,,,
Dominican Republic,2020,,,,51.1034903536639,,,,,,
Dominican Republic,2019,,,,51.1034903536639,,,,,,
Dominican Republic,2018,,,,50.2794452494308,,,,,,
Dominican Republic,2017,,,,50.2794452494308,,,,,,
Dominican Republic,2016,,,,50.2794452494308,,,,,,
Dominican Republic,2015,,,,50.2794452494308,,,,,,
Dominican Republic,2014,,,,48.6855723452701,,,,,,
Dominican Republic,2013,,,,48.6855723452701,,,,,,
Dominican Republic,2012,,,,48.6855723452701,,,,,,
Dominican Republic,2011,,,,49.6170565100393,,,,,,
Dominican Republic,2010,,,,49.6170565100393,,,,,,
Dominican Republic,2009,,,,49.6170565100393,,,,,,
Dominican Republic,2008,,,,49.6170565100393,,,,,,
Dominican Republic,2007,,,,50.031049472159,,,,,,
Dominican Republic,2006,,,,50.031049472159,,,,,,
Dominican Republic,2005,,,,50.031049472159,,,,,,
Dominican Republic,2004,,,,50.031049472159,,,,,,
Dominican Republic,2003,,,,50.4036431380667,,,,,,
Dominican Republic,2002,,,,52.0596149865452,,,,,,
Dominican Republic,2001,,,,52.0596149865452,,,,,,
Dominican Republic,2000,,,,52.0596149865452,,,,,,
Dominican Republic,1999,,,,51.0660318774581,,,,,,
Dominican Republic,1998,,,,51.9561167460153,,,,,,
Dominican Republic,1997,,,,51.7491202649555,,,,,,
Dominican Republic,1996,,,,53.3015938729042,,,,,,
Dominican Republic,1995,,,,53.3222935210101,,,,,,
Dominican Republic,1994,,,,52.7013040778307,,,,,,
Dominican Republic,1993,,,,52.7013040778307,,,,,,
Dominican Republic,1992,,,,52.7013040778307,,,,,,
Dominican Republic,1991,,,,52.7013040778307,,,,,,
Dominican Republic,1990,,,,52.7013040778307,,,,,,
Haiti,2020,,,,64.9492017416546,,,,,,
Haiti,2019,,,,64.9492017416546,,,,,,
Haiti,2018,,,,72.3875181422351,,,,,,
Haiti,2017,,,,72.9317851959361,,,,,,
Haiti,2016,,,,75.0362844702467,,,,,,
Haiti,2015,,,,75.0362844702467,,,,,,
Haiti,2014,,,,75.0362844702467,,,,,,
Haiti,2013,,,,75.0362844702467,,,,,,
Haiti,2012,,,,73.4397677793904,,,,,,
Haiti,2011,,,,72.8955007256894,,,,,,
Haiti,2010,,,,71.988388969521,,,,,,
Haiti,2009,,,,65.9045718432511,,,,,,
Haiti,2008,,,,64.2235123367199,,,,,,
Haiti,2007,,,,64.2235123367199,,,,,,
Haiti,2006,,,,64.2235123367199,,,,,,
Haiti,2005,,,,64.2235123367199,,,,,,
Haiti,2004,,,,60.5950653120465,,,,,,
Haiti,2003,,,,60.5950653120465,,,,,,
Haiti,2002,,,,60.5950653120465,,,,,,
Haiti,2001,,,,60.5950653120465,,,,,,
Haiti,2000,,,,61.3207547169811,,,,,,
Haiti,1999,,,,61.3207547169811,,,,,,
Haiti,1998,,,,61.3207547169811,,,,,,
Haiti,1997,,,,61.3207547169811,,,,,,
Haiti,1996,,,,57.6923076923077,,,,,,
Haiti,1995,,,,57.6923076923077,,,,,,
Haiti,1994,,,,57.8737300435414,,,,,,
Haiti,1993,,,,57.1480406386067,,,,,,
Haiti,1992,,,,57.1480406386067,,,,,,
Haiti,1991,,,,57.9100145137881,,,,,,
Haiti,1990,,,,57.9462989840348,,,,,,
St. Lucia,2020,,,,16.2950819672131,,,,,,
St. Lucia,2019,,,,16.2950819672131,,,,,,
St. Lucia,2018,,,,16.2950819672131,,,,,,
St. Lucia,2017,,,,16.2950819672131,,,,,,
St. Lucia,2016,,,,16.2950819672131,,,,,,
St. Lucia,2015,,,,16.2950819672131,,,,,,
St. Lucia,2014,,,,16.2950819672131,,,,,,
St. Lucia,2013,,,,16.2950819672131,,,,,,
St. Lucia,2012,,,,16.2950819672131,,,,,,
St. Lucia,2011,,,,16.2950819672131,,,,,,
St. Lucia,2010,,,,16.2950819672131,,,,,,
St. Lucia,2009,,,,16.2950819672131,,,,,,
St. Lucia,2008,,,,16.2950819672131,,,,,,
St. Lucia,2007,,,,16.2786885245902,,,,,,
St. Lucia,2006,,,,16.5573770491803,,,,,,
St. Lucia,2005,,,,17.8688524590164,,,,,,
St. Lucia,2004,,,,18.1967213114754,,,,,,
St. Lucia,2003,,,,20.327868852459,,,,,,
St. Lucia,2002,,,,21.4754098360656,,,,,,
St. Lucia,2001,,,,22.7868852459016,,,,,,
St. Lucia,2000,,,,23.2786885245902,,,,,,
St. Lucia,1999,,,,25.2459016393443,,,,,,
St. Lucia,1998,,,,25.4098360655738,,,,,,
St. Lucia,1997,,,,27.8688524590164,,,,,,
St. Lucia,1996,,,,28.5245901639344,,,,,,
St. Lucia,1995,,,,29.5081967213115,,,,,,
St. Lucia,1994,,,,31.9672131147541,,,,,,
St. Lucia,1993,,,,32.2950819672131,,,,,,
St. Lucia,1992,,,,32.2950819672131,,,,,,
St. Lucia,1991,,,,32.4590163934426,,,,,,
St. Lucia,1990,,,,34.2622950819672,,,,,,
Peru,2020,,,,19.5288984375,,,,,,
Peru,2019,,,,19.1236640625,,,,,,
Peru,2018,,,,19.29577265625,,,,,,
Peru,2017,,,,19.154771875,,,,,,
Peru,2016,,,,19.09609375,,,,,,
Peru,2015,,,,19.293596875,,,,,,
Peru,2014,,,,19.399671875,,,,,,
Peru,2013,,,,19.5057578125,,,,,,
Peru,2012,,,,19.609578125,,,,,,
Peru,2011,,,,19.50328125,,,,,,
Peru,2010,,,,19.370546875,,,,,,
Peru,2009,,,,19.24484375,,,,,,
Peru,2008,,,,19.119921875,,,,,,
Peru,2007,,,,18.99421875,,,,,,
Peru,2006,,,,18.869296875,,,,,,
Peru,2005,,,,18.744375,,,,,,
Peru,2004,,,,18.608515625,,,,,,
Peru,2003,,,,18.49375,,,,,,
Peru,2002,,,,18.378984375,,,,,,
Peru,2001,,,,18.26421875,,,,,,
Peru,2000,,,,18.149453125,,,,,,
Peru,1999,,,,18.0346875,,,,,,
Peru,1998,,,,17.919921875,,,,,,
Peru,1997,,,,17.80515625,,,,,,
Peru,1996,,,,17.690390625,,,,,,
Peru,1995,,,,17.575625,,,,,,
Peru,1994,,,,17.46078125,,,,,,
Peru,1993,,,,17.677091640625,,,,,,
Peru,1992,,,,17.627698828125,,,,,,
Peru,1991,,,,17.57830609375,,,,,,
Peru,1990,,,,17.528913359375,,,,,,
Portugal,2020,,,,43.1660902826901,,,,,,
Portugal,2019,,,,43.1253165745326,,,,,,
Portugal,2018,,,,40.791900276839,,,,,,
Portugal,2017,,,,40.1000899508327,,,,,,
Portugal,2016,,,,39.5066458819112,,,,,,
Portugal,2015,,,,39.7222440549486,,,,,,
Portugal,2014,,,,39.996244771062,,,,,,
Portugal,2013,,,,40.4027282294018,,,,,,
Portugal,2012,,,,40.0088437602358,,,,,,
Portugal,2011,,,,39.8445245114095,,,,,,
Portugal,2010,,,,39.8970411616989,,,,,,
Portugal,2009,,,,40.3491647559777,,,,,,
Portugal,2008,,,,40.7331365475019,,,,,,
Portugal,2007,,,,40.0231769979228,,,,,,
Portugal,2006,,,,41.0807915163442,,,,,,
Portugal,2005,,,,41.8048540505084,,,,,,
Portugal,2004,,,,42.2908196721311,,,,,,
Portugal,2003,,,,41.6795628415301,,,,,,
Portugal,2002,,,,42.3794535519126,,,,,,
Portugal,2001,,,,42.1182513661202,,,,,,
Portugal,2000,,,,43.2391256830601,,,,,,
Portugal,1999,,,,42.2185792349727,,,,,,
Portugal,1998,,,,40.6830601092896,,,,,,
Portugal,1997,,,,39.1475409836066,,,,,,
Portugal,1996,,,,40.7650273224044,,,,,,
Portugal,1995,,,,42.8852459016393,,,,,,
Portugal,1994,,,,43.1912568306011,,,,,,
Portugal,1993,,,,43.2677595628415,,,,,,
Portugal,1992,,,,42.3825136612022,,,,,,
Portugal,1991,,,,42.8415300546448,,,,,,
Portugal,1990,,,,43.3114754098361,,,,,,
Somalia,2020,,,,70.3414416424905,,,,,,
Somalia,2019,,,,70.3398476105461,,,,,,
Somalia,2018,,,,70.3382535786017,,,,,,
Somalia,2017,,,,70.3382535786017,,,,,,
Somalia,2016,,,,70.3382535786017,,,,,,
Somalia,2015,,,,70.3382535786017,,,,,,
Somalia,2014,,,,70.3382535786017,,,,,,
Somalia,2013,,,,70.3382535786017,,,,,,
Somalia,2012,,,,70.1788503841617,,,,,,
Somalia,2011,,,,70.1788503841617,,,,,,
Somalia,2010,,,,70.3382535786017,,,,,,
Somalia,2009,,,,70.3382535786017,,,,,,
Somalia,2008,,,,70.3382535786017,,,,,,
Somalia,2007,,,,70.1788503841617,,,,,,
Somalia,2006,,,,70.2585519813817,,,,,,
Somalia,2005,,,,70.3382535786017,,,,,,
Somalia,2004,,,,70.3876685688781,,,,,,
Somalia,2003,,,,70.3111550355469,,,,,,
Somalia,2002,,,,70.2808684286033,,,,,,
Somalia,2001,,,,70.2505818216597,,,,,,
Somalia,2000,,,,70.2442056938821,,,,,,
Somalia,1999,,,,70.2442056938821,,,,,,
Somalia,1998,,,,70.2442056938821,,,,,,
Somalia,1997,,,,70.2426116619377,,,,,,
Somalia,1996,,,,70.2346415022157,,,,,,
Somalia,1995,,,,70.2266713424937,,,,,,
Somalia,1994,,,,70.2171071508273,,,,,,
Somalia,1993,,,,70.2075429591609,,,,,,
Somalia,1992,,,,70.2059489272165,,,,,,
Somalia,1991,,,,70.2043548952721,,,,,,
Somalia,1990,,,,70.2043548952721,,,,,,
Serbia,2020,,,,41.4080152217862,,,,,,
Serbia,2019,,,,39.5609421449806,,,,,,
Serbia,2018,,,,39.6066773382118,,,,,,
Serbia,2017,,,,39.0921564143609,,,,,,
Serbia,2016,,,,39.5152069517494,,,,,,
Serbia,2015,,,,39.8010519094443,,,,,,
Serbia,2014,,,,40.0914703864624,,,,,,
Serbia,2013,,,,39.9176766521839,,,,,,
Serbia,2012,,,,39.5906700205808,,,,,,
Serbia,2011,,,,40.3407271895724,,,,,,
Serbia,2010,,,,40.2652641207409,,,,,,
Serbia,2009,,,,40.2241024468328,,,,,,
Serbia,2008,,,,41.2028355819803,,,,,,
Serbia,2007,,,,40.8518179739309,,,,,,
Serbia,2006,,,,40.441344614681,,,,,,
Serbia,2005,,,,,,,,,,
Serbia,2004,,,,,,,,,,
Serbia,2003,,,,,,,,,,
Serbia,2002,,,,,,,,,,
Serbia,2001,,,,,,,,,,
Serbia,2000,,,,,,,,,,
Serbia,1999,,,,,,,,,,
Serbia,1998,,,,,,,,,,
Serbia,1997,,,,,,,,,,
Serbia,1996,,,,,,,,,,
Serbia,1995,,,,,,,,,,
Serbia,1994,,,,,,,,,,
Serbia,1993,,,,,,,,,,
Serbia,1992,,,,,,,,,,
Serbia,1991,,,,,,,,,,
Serbia,1990,,,,,,,,,,
Syrian Arab Republic,2020,,,,75.7685345531776,,,,,,
Syrian Arab Republic,2019,,,,75.7574143658444,,,,,,
Syrian Arab Republic,2018,,,,75.7920165550291,,,,,,
Syrian Arab Republic,2017,,,,75.804775908076,,,,,,
Syrian Arab Republic,2016,,,,75.7835103196645,,,,,,
Syrian Arab Republic,2015,,,,75.7882698905408,,,,,,
Syrian Arab Republic,2014,,,,75.7991613570767,,,,,,
Syrian Arab Republic,2013,,,,75.8100528236127,,,,,,
Syrian Arab Republic,2012,,,,75.8100528236127,,,,,,
Syrian Arab Republic,2011,,,,75.7773784240048,,,,,,
Syrian Arab Republic,2010,,,,75.7392582911289,,,,,,
Syrian Arab Republic,2009,,,,75.7351339577434,,,,,,
Syrian Arab Republic,2008,,,,75.6806795905032,,,,,,
Syrian Arab Republic,2007,,,,75.6752341537791,,,,,,
Syrian Arab Republic,2006,,,,75.5704405598214,,,,,,
Syrian Arab Republic,2005,,,,75.3282126709157,,,,,,
Syrian Arab Republic,2004,,,,75.7476711881026,,,,,,
Syrian Arab Republic,2003,,,,75.2383027398006,,,,,,
Syrian Arab Republic,2002,,,,74.8666884318207,,,,,,
Syrian Arab Republic,2001,,,,74.6708020459245,,,,,,
Syrian Arab Republic,2000,,,,74.6055065839591,,,,,,
Syrian Arab Republic,1999,,,,74.9102187397976,,,,,,
Syrian Arab Republic,1998,,,,74.8394819893351,,,,,,
Syrian Arab Republic,1997,,,,75.1115464141909,,,,,,
Syrian Arab Republic,1996,,,,75.0353683752313,,,,,,
Syrian Arab Republic,1995,,,,75.0299270867341,,,,,,
Syrian Arab Republic,1994,,,,75.0136032212428,,,,,,
Syrian Arab Republic,1993,,,,74.2300576776581,,,,,,
Syrian Arab Republic,1992,,,,74.0722603112417,,,,,,
Syrian Arab Republic,1991,,,,73.522690173033,,,,,,
Syrian Arab Republic,1990,,,,73.430188268582,,,,,,
Argentina,2020,,,,,45376763.0,,,,,
Argentina,2019,,,,,44938712.0,,,,,
Argentina,2018,,,,,44494502.0,,,,,
Argentina,2017,,,,,44044811.0,,,,,
Argentina,2016,,,,,43590368.0,,,,,
Argentina,2015,,,,,43131966.0,,,,,
Argentina,2014,,,,,42669500.0,,,,,
Argentina,2013,,,,,42202935.0,,,,,
Argentina,2012,,,,,41733271.0,,,,,
Argentina,2011,,,,,41261490.0,,,,,
Argentina,2010,,,,,40788453.0,,,,,
Argentina,2009,,,,,40684338.0,,,,,
Argentina,2008,,,,,40273769.0,,,,,
Argentina,2007,,,,,39876111.0,,,,,
Argentina,2006,,,,,39476851.0,,,,,
Argentina,2005,,,,,39070501.0,,,,,
Argentina,2004,,,,,38668796.0,,,,,
Argentina,2003,,,,,38278164.0,,,,,
Argentina,2002,,,,,37885028.0,,,,,
Argentina,2001,,,,,37480493.0,,,,,
Argentina,2000,,,,,37070774.0,,,,,
Argentina,1999,,,,,36653031.0,,,,,
Argentina,1998,,,,,36233195.0,,,,,
Argentina,1997,,,,,35815971.0,,,,,
Argentina,1996,,,,,35389362.0,,,,,
Argentina,1995,,,,,34946110.0,,,,,
Argentina,1994,,,,,34488696.0,,,,,
Argentina,1993,,,,,34027240.0,,,,,
Argentina,1992,,,,,33568285.0,,,,,
Argentina,1991,,,,,33105763.0,,,,,
Argentina,1990,,,,,32637657.0,,,,,
Australia,2020,,,,,25655289.0,,,,,
Australia,2019,,,,,25340217.0,,,,,
Australia,2018,,,,,24966643.0,,,,,
Australia,2017,,,,,24594202.0,,,,,
Australia,2016,,,,,24190907.0,,,,,
Australia,2015,,,,,23815995.0,,,,,
Australia,2014,,,,,23475686.0,,,,,
Australia,2013,,,,,23128129.0,,,,,
Australia,2012,,,,,22733465.0,,,,,
Australia,2011,,,,,22340024.0,,,,,
Australia,2010,,,,,22031750.0,,,,,
Australia,2009,,,,,21691653.0,,,,,
Australia,2008,,,,,21249199.0,,,,,
Australia,2007,,,,,20827622.0,,,,,
Australia,2006,,,,,20450966.0,,,,,
Australia,2005,,,,,20176844.0,,,,,
Australia,2004,,,,,19932722.0,,,,,
Australia,2003,,,,,19720737.0,,,,,
Australia,2002,,,,,19495210.0,,,,,
Australia,2001,,,,,19274701.0,,,,,
Australia,2000,,,,,19028802.0,,,,,
Australia,1999,,,,,18812264.0,,,,,
Australia,1998,,,,,18607584.0,,,,,
Australia,1997,,,,,18423037.0,,,,,
Australia,1996,,,,,18224767.0,,,,,
Australia,1995,,,,,18004882.0,,,,,
Australia,1994,,,,,17805468.0,,,,,
Australia,1993,,,,,17634808.0,,,,,
Australia,1992,,,,,17478635.0,,,,,
Australia,1991,,,,,17284036.0,,,,,
Australia,1990,,,,,17065128.0,,,,,
"Congo, Rep.",2020,,,,,5702174.0,,,,,
"Congo, Rep.",2019,,,,,5570733.0,,,,,
"Congo, Rep.",2018,,,,,5441062.0,,,,,
"Congo, Rep.",2017,,,,,5312340.0,,,,,
"Congo, Rep.",2016,,,,,5186824.0,,,,,
"Congo, Rep.",2015,,,,,5064386.0,,,,,
"Congo, Rep.",2014,,,,,4944861.0,,,,,
"Congo, Rep.",2013,,,,,4828066.0,,,,,
"Congo, Rep.",2012,,,,,4713257.0,,,,,
"Congo, Rep.",2011,,,,,4584216.0,,,,,
"Congo, Rep.",2010,,,,,4437884.0,,,,,
"Congo, Rep.",2009,,,,,4257230.0,,,,,
"Congo, Rep.",2008,,,,,4089602.0,,,,,
"Congo, Rep.",2007,,,,,3956329.0,,,,,
"Congo, Rep.",2006,,,,,3813323.0,,,,,
"Congo, Rep.",2005,,,,,3672839.0,,,,,
"Congo, Rep.",2004,,,,,3543012.0,,,,,
"Congo, Rep.",2003,,,,,3424653.0,,,,,
"Congo, Rep.",2002,,,,,3331158.0,,,,,
"Congo, Rep.",2001,,,,,3254101.0,,,,,
"Congo, Rep.",2000,,,,,3134030.0,,,,,
"Congo, Rep.",1999,,,,,3016659.0,,,,,
"Congo, Rep.",1998,,,,,2937166.0,,,,,
"Congo, Rep.",1997,,,,,2875037.0,,,,,
"Congo, Rep.",1996,,,,,2816595.0,,,,,
"Congo, Rep.",1995,,,,,2742309.0,,,,,
"Congo, Rep.",1994,,,,,2669220.0,,,,,
"Congo, Rep.",1993,,,,,2594168.0,,,,,
"Congo, Rep.",1992,,,,,2520958.0,,,,,
"Congo, Rep.",1991,,,,,2452675.0,,,,,
"Congo, Rep.",1990,,,,,2385435.0,,,,,
Colombia,2020,,,,,50930662.0,,,,,
Colombia,2019,,,,,50187406.0,,,,,
Colombia,2018,,,,,49276961.0,,,,,
Colombia,2017,,,,,48351671.0,,,,,
Colombia,2016,,,,,47625955.0,,,,,
Colombia,2015,,,,,47119728.0,,,,,
Colombia,2014,,,,,46677947.0,,,,,
Colombia,2013,,,,,46237930.0,,,,,
Colombia,2012,,,,,45782417.0,,,,,
Colombia,2011,,,,,45308899.0,,,,,
Colombia,2010,,,,,44816108.0,,,,,
Colombia,2009,,,,,44313917.0,,,,,
Colombia,2008,,,,,43815313.0,,,,,
Colombia,2007,,,,,43306582.0,,,,,
Colombia,2006,,,,,42772910.0,,,,,
Colombia,2005,,,,,42220940.0,,,,,
Colombia,2004,,,,,41648268.0,,,,,
Colombia,2003,,,,,41057687.0,,,,,
Colombia,2002,,,,,40454050.0,,,,,
Colombia,2001,,,,,39837875.0,,,,,
Colombia,2000,,,,,39215135.0,,,,,
Colombia,1999,,,,,38585033.0,,,,,
Colombia,1998,,,,,37944414.0,,,,,
Colombia,1997,,,,,37291946.0,,,,,
Colombia,1996,,,,,36632573.0,,,,,
Colombia,1995,,,,,35970101.0,,,,,
Colombia,1994,,,,,35295461.0,,,,,
Colombia,1993,,,,,34614735.0,,,,,
Colombia,1992,,,,,33939039.0,,,,,
Colombia,1991,,,,,33272628.0,,,,,
Colombia,1990,,,,,32601393.0,,,,,
Dominican Republic,2020,,,,,10999664.0,,,,,
Dominican Republic,2019,,,,,10881882.0,,,,,
Dominican Republic,2018,,,,,10765531.0,,,,,
Dominican Republic,2017,,,,,10647244.0,,,,,
Dominican Republic,2016,,,,,10527592.0,,,,,
Dominican Republic,2015,,,,,10405832.0,,,,,
Dominican Republic,2014,,,,,10282115.0,,,,,
Dominican Republic,2013,,,,,10157051.0,,,,,
Dominican Republic,2012,,,,,10030882.0,,,,,
Dominican Republic,2011,,,,,9903737.0,,,,,
Dominican Republic,2010,,,,,9775755.0,,,,,
Dominican Republic,2009,,,,,9648061.0,,,,,
Dominican Republic,2008,,,,,9522948.0,,,,,
Dominican Republic,2007,,,,,9402206.0,,,,,
Dominican Republic,2006,,,,,9284168.0,,,,,
Dominican Republic,2005,,,,,9164768.0,,,,,
Dominican Republic,2004,,,,,9043127.0,,,,,
Dominican Republic,2003,,,,,8919852.0,,,,,
Dominican Republic,2002,,,,,8795101.0,,,,,
Dominican Republic,2001,,,,,8669040.0,,,,,
Dominican Republic,2000,,,,,8540791.0,,,,,
Dominican Republic,1999,,,,,8411374.0,,,,,
Dominican Republic,1998,,,,,8282126.0,,,,,
Dominican Republic,1997,,,,,8150076.0,,,,,
Dominican Republic,1996,,,,,8012314.0,,,,,
Dominican Republic,1995,,,,,7869753.0,,,,,
Dominican Republic,1994,,,,,7723934.0,,,,,
Dominican Republic,1993,,,,,7576074.0,,,,,
Dominican Republic,1992,,,,,7427340.0,,,,,
Dominican Republic,1991,,,,,7278402.0,,,,,
Dominican Republic,1990,,,,,7129004.0,,,,,
Haiti,2020,,,,,11306801.0,,,,,
Haiti,2019,,,,,11160438.0,,,,,
Haiti,2018,,,,,11012421.0,,,,,
Haiti,2017,,,,,10863543.0,,,,,
Haiti,2016,,,,,10713849.0,,,,,
Haiti,2015,,,,,10563757.0,,,,,
Haiti,2014,,,,,10412740.0,,,,,
Haiti,2013,,,,,10261206.0,,,,,
Haiti,2012,,,,,10108539.0,,,,,
Haiti,2011,,,,,9954312.0,,,,,
Haiti,2010,,,,,9842880.0,,,,,
Haiti,2009,,,,,9730638.0,,,,,
Haiti,2008,,,,,9575247.0,,,,,
Haiti,2007,,,,,9420826.0,,,,,
Haiti,2006,,,,,9266288.0,,,,,
Haiti,2005,,,,,9111900.0,,,,,
Haiti,2004,,,,,8961489.0,,,,,
Haiti,2003,,,,,8812245.0,,,,,
Haiti,2002,,,,,8661546.0,,,,,
Haiti,2001,,,,,8511728.0,,,,,
Haiti,2000,,,,,8360225.0,,,,,
Haiti,1999,,,,,8208941.0,,,,,
Haiti,1998,,,,,8060896.0,,,,,
Haiti,1997,,,,,7915172.0,,,,,
Haiti,1996,,,,,7770593.0,,,,,
Haiti,1995,,,,,7627316.0,,,,,
Haiti,1994,,,,,7486091.0,,,,,
Haiti,1993,,,,,7345940.0,,,,,
Haiti,1992,,,,,7205780.0,,,,,
Haiti,1991,,,,,7066055.0,,,,,
